3.73004,-5.18268,0.957161,-1.26577,13.6137,3.42972,-4.22888,0.965014,-1.52878,0
2.86341,-5.6548,1.11857,-2.61921,13.1689,3.73004,-5.18268,0.957161,-1.26577,13.6137
1.89825,-5.91455,1.1502,-2.87684,12.8487,2.86341,-5.6548,1.11857,-2.61921,13.1689
0.934157,-6.1222,1.31577,-2.87279,12.4897,1.89825,-5.91455,1.1502,-2.87684,12.8487
0.0133923,-6.46765,1.1345,-2.74083,11.9392,0.934157,-6.1222,1.31577,-2.87279,12.4897
-0.895009,-6.58795,1.53492,-2.71024,11.5311,0.0133923,-6.46765,1.1345,-2.74083,11.9392
-1.49038,-5.79751,1.67894,2.20852,12.0265,-0.895009,-6.58795,1.53492,-2.71024,11.5311
-2.00961,-5.00671,2.00301,2.11675,12.4706,-1.49038,-5.79751,1.67894,2.20852,12.0265
-2.46904,-4.12283,1.91532,2.04815,12.9904,-2.00961,-5.00671,2.00301,2.11675,12.4706
-1.80837,-3.41046,2.15202,0.849074,13.9169,-2.46904,-4.12283,1.91532,2.04815,12.9904
-2.53021,-2.74366,1.96677,2.37726,14.0508,-1.80837,-3.41046,2.15202,0.849074,13.9169
-2.65221,-1.75148,1.99325,1.69309,14.7006,-2.53021,-2.74366,1.96677,2.37726,14.0508
-3.13745,-0.882425,1.89691,2.07744,14.9317,-2.65221,-1.75148,1.99325,1.69309,14.7006
-3.34895,0.0940663,1.93854,1.7839,15.3123,-3.13745,-0.882425,1.89691,2.07744,14.9317
-2.37252,0.274904,2.05643,0.217582,16.203,-3.34895,0.0940663,1.93854,1.7839,15.3123
-1.61829,0.850137,1.73982,0.716312,17.1865,-2.37252,0.274904,2.05643,0.217582,16.203
-1.15911,1.66911,2.08397,1.09372,17.936,-1.61829,0.850137,1.73982,0.716312,17.1865
-0.308473,2.14583,1.86227,0.553599,18.936,-1.15911,1.66911,2.08397,1.09372,17.936
0.542165,2.62255,1.64057,0.553599,19.936,-0.308473,2.14583,1.86227,0.553599,18.936
1.3928,3.09928,1.41888,0.553599,20.936,0.542165,2.62255,1.64057,0.553599,19.936
2.24344,3.576,1.19718,0.553599,21.936,1.3928,3.09928,1.41888,0.553599,20.936
3,4,1,0.553599,22.8254,2.24344,3.576,1.19718,0.553599,21.936
