-1.1731,-6.33875,1.98551,1.83446,0,-0.210005,-6.06998,1.97129,0.917679,0
-0.294951,-5.98562,0.978485,1.0669,0,-0.210005,-6.06998,1.97129,0.917679,0
-1.77746,-5.54205,1.98071,1.11662,0,-1.1731,-6.33875,1.98551,1.83446,0
-1.45056,-4.59991,2.05489,-1.68467,0,-1.77746,-5.54205,1.98071,1.11662,0
-2.22807,-3.97263,2.01016,1.76399,0,-1.45056,-4.59991,2.05489,-1.68467,0
-0.710438,-3.93102,1.98558,0.14226,0,-1.45056,-4.59991,2.05489,-1.68467,0
-0.17957,-3.33862,1.61081,2.46749,0,-0.710438,-3.93102,1.98558,0.14226,0
-2.88653,-3.36754,1.56263,-3.13683,0,-2.22807,-3.97263,2.01016,1.76399,0
-2.57113,-5.86256,1.46363,-1.8566,0,-1.77746,-5.54205,1.98071,1.11662,0
-3.72802,-3.75604,1.18718,-3.05928,0,-2.88653,-3.36754,1.56263,-3.13683,0
-3.13884,-2.40032,1.5339,-2.44881,0,-2.88653,-3.36754,1.56263,-3.13683,0
-1.46542,-4.65345,1.72371,-2.75556,0,-1.45056,-4.59991,2.05489,-1.68467,0
-3.39749,-6.28798,1.83262,1.80697,0,-2.57113,-5.86256,1.46363,-1.8566,0
-3.19055,-1.42017,1.72531,0.913802,0,-3.13884,-2.40032,1.5339,-2.44881,0
-4.0628,-0.940171,1.63162,1.54522,0,-3.19055,-1.42017,1.72531,0.913802,0
-4.21474,0.0481034,1.61649,0.721136,0,-4.0628,-0.940171,1.63162,1.54522,0
-3.8057,0.951587,1.74457,2.85317,0,-4.21474,0.0481034,1.61649,0.721136,0
-4.70077,-3.92495,1.34599,-1.88672,0,-3.72802,-3.75604,1.18718,-3.05928,0
-4.5155,1.64845,1.84734,2.94117,0,-3.8057,0.951587,1.74457,2.85317,0
-4.86255,2.5511,2.10186,0.197046,0.00015864,-4.5155,1.64845,1.84734,2.94117,0
