-0.500313,-0.5,1.02346,-3.1415
-0.511937,-0.483725,1.02335,-3.09584
-0.52356,-0.46745,1.02324,-3.05019
-0.535184,-0.451174,1.02313,-3.00454
-0.546808,-0.434899,1.02302,-2.95888
-0.558431,-0.418624,1.02291,-2.91323
-0.570055,-0.402349,1.0228,-2.86757
-0.581678,-0.386074,1.02269,-2.82192
-0.593302,-0.369799,1.02258,-2.77626
-0.604926,-0.353524,1.02248,-2.73061
-0.616549,-0.337249,1.02237,-2.68496
-0.628173,-0.320974,1.02226,-2.6393
-0.639797,-0.304698,1.02215,-2.59365
-0.65142,-0.288423,1.02204,-2.54799
-0.663044,-0.272148,1.02193,-2.50234
-0.674667,-0.255873,1.02182,-2.45669
-0.686291,-0.239598,1.02171,-2.41103
-0.697915,-0.223323,1.0216,-2.36538
-0.709538,-0.207048,1.02149,-2.31972
-0.721162,-0.190773,1.02138,-2.27407
-0.732786,-0.174497,1.02128,-2.22842
-0.744409,-0.158222,1.02117,-2.18276
-0.756033,-0.141947,1.02106,-2.13711
-0.767656,-0.125672,1.02095,-2.09145
-0.77928,-0.109397,1.02084,-2.0458
-0.790904,-0.0931219,1.02073,-2.00015
-0.802527,-0.0768468,1.02062,-1.95449
-0.814151,-0.0605717,1.02051,-1.90884
-0.825775,-0.0442966,1.0204,-1.86318
-0.837398,-0.0280214,1.02029,-1.81753
-0.849022,-0.0117463,1.02019,-1.77188
-0.860646,0.00452878,1.02008,-1.72622
-0.872269,0.0208039,1.01997,-1.68057
-0.883893,0.037079,1.01986,-1.63491
-0.895516,0.0533541,1.01975,-1.58926
-0.90714,0.0696292,1.01964,-1.54361
-0.918764,0.0859044,1.01953,-1.49795
-0.930387,0.102179,1.01942,-1.4523
-0.942011,0.118455,1.01931,-1.40664
-0.953635,0.13473,1.0192,-1.36099
-0.965258,0.151005,1.01909,-1.31534
-0.976882,0.16728,1.01899,-1.26968
-0.988505,0.183555,1.01888,-1.22403
-1.00013,0.19983,1.01877,-1.17837
-1.01175,0.216105,1.01866,-1.13272
-1.02338,0.23238,1.01855,-1.08706
-1.035,0.248656,1.01844,-1.04141
-1.04662,0.264931,1.01833,-0.995757
-1.05825,0.281206,1.01822,-0.950103
-1.06987,0.297481,1.01811,-0.904449
-1.08149,0.313756,1.018,-0.858795
-1.10103,0.312493,1.02212,-0.839601
-1.12056,0.31123,1.02624,-0.820408
-1.14009,0.309967,1.03035,-0.801214
-1.15962,0.308704,1.03447,-0.782021
-1.17915,0.307441,1.03859,-0.762827
-1.19868,0.306178,1.0427,-0.743634
-1.21821,0.304915,1.04682,-0.72444
-1.23774,0.303652,1.05094,-0.705247
-1.25727,0.302389,1.05505,-0.686053
-1.2768,0.301126,1.05917,-0.666859
-1.29633,0.299863,1.06329,-0.647666
-1.31587,0.2986,1.0674,-0.628472
-1.3354,0.297337,1.07152,-0.609279
-1.35493,0.296074,1.07564,-0.590085
-1.37446,0.294811,1.07975,-0.570892
-1.39399,0.293547,1.08387,-0.551698
-1.41352,0.292284,1.08799,-0.532505
-1.43305,0.291021,1.09211,-0.513311
-1.45258,0.289758,1.09622,-0.494118
-1.47211,0.288495,1.10034,-0.474924
-1.49164,0.287232,1.10446,-0.455731
-1.51117,0.285969,1.10857,-0.436537
-1.53071,0.284706,1.11269,-0.417344
-1.55024,0.283443,1.11681,-0.39815
-1.56977,0.28218,1.12092,-0.378957
-1.5893,0.280917,1.12504,-0.359763
-1.60883,0.279654,1.12916,-0.340569
-1.62836,0.278391,1.13327,-0.321376
-1.64789,0.277128,1.13739,-0.302182
-1.66742,0.275865,1.14151,-0.282989
-1.68695,0.274602,1.14562,-0.263795
-1.70648,0.273339,1.14974,-0.244602
-1.72601,0.272076,1.15386,-0.225408
-1.74555,0.270813,1.15797,-0.206215
-1.76508,0.26955,1.16209,-0.187021
-1.78461,0.268287,1.16621,-0.167828
-1.80414,0.267024,1.17032,-0.148634
-1.82367,0.265761,1.17444,-0.129441
-1.8432,0.264498,1.17856,-0.110247
-1.86273,0.263235,1.18267,-0.0910536
-1.88226,0.261972,1.18679,-0.07186
-1.90179,0.260709,1.19091,-0.0526665
-1.92132,0.259446,1.19502,-0.033473
-1.94086,0.258183,1.19914,-0.0142794
-1.96039,0.25692,1.20326,0.00491408
-1.97992,0.255657,1.20737,0.0241076
-1.99945,0.254394,1.21149,0.0433011
-2.01898,0.25313,1.21561,0.0624947
-2.03851,0.251867,1.21972,0.0816882
-2.05804,0.250604,1.22384,0.100882
-2.0645,0.269469,1.22231,0.080853
-2.07097,0.288333,1.22077,0.0608243
-2.07743,0.307198,1.21923,0.0407955
-2.08389,0.326062,1.2177,0.0207668
-2.09036,0.344927,1.21616,0.00073806
-2.09682,0.363791,1.21463,-0.0192907
-2.10328,0.382656,1.21309,-0.0393194
-2.10975,0.40152,1.21155,-0.0593481
-2.11621,0.420385,1.21002,-0.0793769
-2.12267,0.439249,1.20848,-0.0994056
-2.12913,0.458114,1.20695,-0.119434
-2.1356,0.476978,1.20541,-0.139463
-2.14206,0.495843,1.20388,-0.159492
-2.14852,0.514708,1.20234,-0.179521
-2.15499,0.533572,1.2008,-0.199549
-2.16145,0.552437,1.19927,-0.219578
-2.16791,0.571301,1.19773,-0.239607
-2.17438,0.590166,1.1962,-0.259635
-2.18084,0.60903,1.19466,-0.279664
-2.1873,0.627895,1.19312,-0.299693
-2.19377,0.646759,1.19159,-0.319722
-2.20023,0.665624,1.19005,-0.33975
-2.20669,0.684488,1.18852,-0.359779
-2.21315,0.703353,1.18698,-0.379808
-2.21962,0.722217,1.18545,-0.399837
-2.22608,0.741082,1.18391,-0.419865
-2.23254,0.759946,1.18237,-0.439894
-2.23901,0.778811,1.18084,-0.459923
-2.24547,0.797675,1.1793,-0.479952
-2.25193,0.81654,1.17777,-0.49998
-2.2584,0.835404,1.17623,-0.520009
-2.26486,0.854269,1.17469,-0.540038
-2.27132,0.873133,1.17316,-0.560067
-2.27779,0.891998,1.17162,-0.580095
-2.28425,0.910862,1.17009,-0.600124
-2.29071,0.929727,1.16855,-0.620153
-2.29718,0.948591,1.16701,-0.640181
-2.30364,0.967456,1.16548,-0.66021
-2.3101,0.98632,1.16394,-0.680239
-2.31656,1.00518,1.16241,-0.700268
-2.32303,1.02405,1.16087,-0.720296
-2.32949,1.04291,1.15934,-0.740325
-2.33595,1.06178,1.1578,-0.760354
-2.34242,1.08064,1.15626,-0.780383
-2.34888,1.09951,1.15473,-0.800411
-2.35534,1.11837,1.15319,-0.82044
-2.36181,1.13724,1.15166,-0.840469
-2.36827,1.1561,1.15012,-0.860498
-2.37473,1.17497,1.14858,-0.880526
-2.3812,1.19383,1.14705,-0.900555
-2.39951,1.20181,1.14612,-0.879259
-2.41782,1.2098,1.14519,-0.857962
-2.43614,1.21778,1.14426,-0.836666
-2.45445,1.22577,1.14333,-0.815369
-2.47276,1.23375,1.1424,-0.794073
-2.49108,1.24174,1.14147,-0.772776
-2.50939,1.24972,1.14054,-0.75148
-2.5277,1.25771,1.13961,-0.730183
-2.54602,1.26569,1.13868,-0.708887
-2.56433,1.27367,1.13775,-0.687591
-2.58264,1.28166,1.13682,-0.666294
-2.60096,1.28964,1.13589,-0.644998
-2.61927,1.29763,1.13496,-0.623701
-2.63758,1.30561,1.13404,-0.602405
-2.6559,1.3136,1.13311,-0.581108
-2.67421,1.32158,1.13218,-0.559812
-2.69252,1.32957,1.13125,-0.538515
-2.71084,1.33755,1.13032,-0.517219
-2.72915,1.34554,1.12939,-0.495923
-2.74746,1.35352,1.12846,-0.474626
-2.76578,1.3615,1.12753,-0.45333
